U+00B7	·	MIDDLE DOT
U+9047	遇	CJK UNIFIED IDEOGRAPH-9047
U+904D	遍	CJK UNIFIED IDEOGRAPH-904D
U+9053	道	CJK UNIFIED IDEOGRAPH-9053
U+9057	遗	CJK UNIFIED IDEOGRAPH-9057
U+905D	遝	CJK UNIFIED IDEOGRAPH-905D
U+9063	遣	CJK UNIFIED IDEOGRAPH-9063
U+9065	遥	CJK UNIFIED IDEOGRAPH-9065
U+906D	遭	CJK UNIFIED IDEOGRAPH-906D
U+906E	遮	CJK UNIFIED IDEOGRAPH-906E
U+9075	遵	CJK UNIFIED IDEOGRAPH-9075
U+907F	避	CJK UNIFIED IDEOGRAPH-907F
U+9080	邀	CJK UNIFIED IDEOGRAPH-9080
U+90A3	那	CJK UNIFIED IDEOGRAPH-90A3
U+90AA	邪	CJK UNIFIED IDEOGRAPH-90AA
U+90BB	邻	CJK UNIFIED IDEOGRAPH-90BB
U+90C1	郁	CJK UNIFIED IDEOGRAPH-90C1
U+90CA	郊	CJK UNIFIED IDEOGRAPH-90CA
U+90CE	郎	CJK UNIFIED IDEOGRAPH-90CE
U+90D1	郑	CJK UNIFIED IDEOGRAPH-90D1
U+90E8	部	CJK UNIFIED IDEOGRAPH-90E8
U+90FD	都	CJK UNIFIED IDEOGRAPH-90FD
U+9119	鄙	CJK UNIFIED IDEOGRAPH-9119
U+914C	酌	CJK UNIFIED IDEOGRAPH-914C
U+914D	配	CJK UNIFIED IDEOGRAPH-914D
U+9152	酒	CJK UNIFIED IDEOGRAPH-9152
U+916C	酬	CJK UNIFIED IDEOGRAPH-916C
U+9177	酷	CJK UNIFIED IDEOGRAPH-9177
U+9178	酸	CJK UNIFIED IDEOGRAPH-9178
U+9189	醉	CJK UNIFIED IDEOGRAPH-9189
U+918B	醋	CJK UNIFIED IDEOGRAPH-918B
U+9192	醒	CJK UNIFIED IDEOGRAPH-9192
U+91C7	采	CJK UNIFIED IDEOGRAPH-91C7
U+91CA	释	CJK UNIFIED IDEOGRAPH-91CA
U+91CC	里	CJK UNIFIED IDEOGRAPH-91CC
U+91CD	重	CJK UNIFIED IDEOGRAPH-91CD
U+91CE	野	CJK UNIFIED IDEOGRAPH-91CE
U+91CF	量	CJK UNIFIED IDEOGRAPH-91CF
U+91D1	金	CJK UNIFIED IDEOGRAPH-91D1
U+9488	针	CJK UNIFIED IDEOGRAPH-9488
U+9493	钓	CJK UNIFIED IDEOGRAPH-9493
U+949D	钝	CJK UNIFIED IDEOGRAPH-949D
U+949F	钟	CJK UNIFIED IDEOGRAPH-949F
U+94A2	钢	CJK UNIFIED IDEOGRAPH-94A2
U+94A5	钥	CJK UNIFIED IDEOGRAPH-94A5
U+94A6	钦	CJK UNIFIED IDEOGRAPH-94A6
U+94B1	钱	CJK UNIFIED IDEOGRAPH-94B1
U+94BB	钻	CJK UNIFIED IDEOGRAPH-94BB
U+94C1	铁	CJK UNIFIED IDEOGRAPH-94C1
U+94E0	铠	CJK UNIFIED IDEOGRAPH-94E0
U+94ED	铭	CJK UNIFIED IDEOGRAPH-94ED
U+94F2	铲	CJK UNIFIED IDEOGRAPH-94F2
U+94F6	银	CJK UNIFIED IDEOGRAPH-94F6
U+94FA	铺	CJK UNIFIED IDEOGRAPH-94FA
U+94FE	链	CJK UNIFIED IDEOGRAPH-94FE
U+9500	销	CJK UNIFIED IDEOGRAPH-9500
U+9501	锁	CJK UNIFIED IDEOGRAPH-9501
U+950B	锋	CJK UNIFIED IDEOGRAPH-950B
U+9510	锐	CJK UNIFIED IDEOGRAPH-9510
U+9519	错	CJK UNIFIED IDEOGRAPH-9519
U+9524	锤	CJK UNIFIED IDEOGRAPH-9524
U+952E	键	CJK UNIFIED IDEOGRAPH-952E
U+953B	锻	CJK UNIFIED IDEOGRAPH-953B
U+9547	镇	CJK UNIFIED IDEOGRAPH-9547
U+9556	镖	CJK UNIFIED IDEOGRAPH-9556
U+955C	镜	CJK UNIFIED IDEOGRAPH-955C
U+9576	镶	CJK UNIFIED IDEOGRAPH-9576
U+957F	长	CJK UNIFIED IDEOGRAPH-957F
U+95E8	门	CJK UNIFIED IDEOGRAPH-95E8
U+95EA	闪	CJK UNIFIED IDEOGRAPH-95EA
U+95ED	闭	CJK UNIFIED IDEOGRAPH-95ED
U+95EE	问	CJK UNIFIED IDEOGRAPH-95EE
U+95EF	闯	CJK UNIFIED IDEOGRAPH-95EF
U+95F2	闲	CJK UNIFIED IDEOGRAPH-95F2
U+95F4	间	CJK UNIFIED IDEOGRAPH-95F4
U+95F7	闷	CJK UNIFIED IDEOGRAPH-95F7
U+95F9	闹	CJK UNIFIED IDEOGRAPH-95F9
U+95FB	闻	CJK UNIFIED IDEOGRAPH-95FB
U+9601	阁	CJK UNIFIED IDEOGRAPH-9601
U+9614	阔	CJK UNIFIED IDEOGRAPH-9614
U+961F	队	CJK UNIFIED IDEOGRAPH-961F
U+9631	阱	CJK UNIFIED IDEOGRAPH-9631
U+9632	防	CJK UNIFIED IDEOGRAPH-9632
U+9633	阳	CJK UNIFIED IDEOGRAPH-9633
U+9634	阴	CJK UNIFIED IDEOGRAPH-9634
U+9635	阵	CJK UNIFIED IDEOGRAPH-9635
U+9636	阶	CJK UNIFIED IDEOGRAPH-9636
U+963B	阻	CJK UNIFIED IDEOGRAPH-963B
U+963F	阿	CJK UNIFIED IDEOGRAPH-963F
U+9644	附	CJK UNIFIED IDEOGRAPH-9644
U+9645	际	CJK UNIFIED IDEOGRAPH-9645
U+9646	陆	CJK UNIFIED IDEOGRAPH-9646
U+9648	陈	CJK UNIFIED IDEOGRAPH-9648
U+964C	陌	CJK UNIFIED IDEOGRAPH-964C
U+964D	降	CJK UNIFIED IDEOGRAPH-964D
U+9650	限	CJK UNIFIED IDEOGRAPH-9650
U+965B	陛	CJK UNIFIED IDEOGRAPH-965B
U+9662	院	CJK UNIFIED IDEOGRAPH-9662
U+9664	除	CJK UNIFIED IDEOGRAPH-9664
U+9669	险	CJK UNIFIED IDEOGRAPH-9669
U+966A	陪	CJK UNIFIED IDEOGRAPH-966A
U+9676	陶	CJK UNIFIED IDEOGRAPH-9676
U+9677	陷	CJK UNIFIED IDEOGRAPH-9677
U+9686	隆	CJK UNIFIED IDEOGRAPH-9686
U+968F	随	CJK UNIFIED IDEOGRAPH-968F
U+9690	隐	CJK UNIFIED IDEOGRAPH-9690
U+9694	隔	CJK UNIFIED IDEOGRAPH-9694
U+9699	隙	CJK UNIFIED IDEOGRAPH-9699
U+969C	障	CJK UNIFIED IDEOGRAPH-969C
U+96B6	隶	CJK UNIFIED IDEOGRAPH-96B6
U+96BC	隼	CJK UNIFIED IDEOGRAPH-96BC
U+96BE	难	CJK UNIFIED IDEOGRAPH-96BE
U+96C1	雁	CJK UNIFIED IDEOGRAPH-96C1
U+96C4	雄	CJK UNIFIED IDEOGRAPH-96C4
U+96C5	雅	CJK UNIFIED IDEOGRAPH-96C5
U+96C6	集	CJK UNIFIED IDEOGRAPH-96C6
U+96C7	雇	CJK UNIFIED IDEOGRAPH-96C7
U+96D5	雕	CJK UNIFIED IDEOGRAPH-96D5
U+96E8	雨	CJK UNIFIED IDEOGRAPH-96E8
U+96EA	雪	CJK UNIFIED IDEOGRAPH-96EA
U+96F6	零	CJK UNIFIED IDEOGRAPH-96F6
U+96F7	雷	CJK UNIFIED IDEOGRAPH-96F7
U+96FE	雾	CJK UNIFIED IDEOGRAPH-96FE
U+9700	需	CJK UNIFIED IDEOGRAPH-9700
U+9707	震	CJK UNIFIED IDEOGRAPH-9707
U+9709	霉	CJK UNIFIED IDEOGRAPH-9709
U+9732	露	CJK UNIFIED IDEOGRAPH-9732
U+9738	霸	CJK UNIFIED IDEOGRAPH-9738
U+9752	青	CJK UNIFIED IDEOGRAPH-9752
U+9759	静	CJK UNIFIED IDEOGRAPH-9759
U+975E	非	CJK UNIFIED IDEOGRAPH-975E
U+9760	靠	CJK UNIFIED IDEOGRAPH-9760
U+9761	靡	CJK UNIFIED IDEOGRAPH-9761
U+9762	面	CJK UNIFIED IDEOGRAPH-9762
U+9769	革	CJK UNIFIED IDEOGRAPH-9769
U+9774	靴	CJK UNIFIED IDEOGRAPH-9774
U+9776	靶	CJK UNIFIED IDEOGRAPH-9776
U+978B	鞋	CJK UNIFIED IDEOGRAPH-978B
U+978D	鞍	CJK UNIFIED IDEOGRAPH-978D
U+97A0	鞠	CJK UNIFIED IDEOGRAPH-97A0
U+97AD	鞭	CJK UNIFIED IDEOGRAPH-97AD
U+97E7	韧	CJK UNIFIED IDEOGRAPH-97E7
U+97F3	音	CJK UNIFIED IDEOGRAPH-97F3
U+9875	页	CJK UNIFIED IDEOGRAPH-9875
U+9876	顶	CJK UNIFIED IDEOGRAPH-9876
U+9879	项	CJK UNIFIED IDEOGRAPH-9879
U+987A	顺	CJK UNIFIED IDEOGRAPH-987A
U+987B	须	CJK UNIFIED IDEOGRAPH-987B
U+987D	顽	CJK UNIFIED IDEOGRAPH-987D
U+987E	顾	CJK UNIFIED IDEOGRAPH-987E
U+987F	顿	CJK UNIFIED IDEOGRAPH-987F
U+9882	颂	CJK UNIFIED IDEOGRAPH-9882
U+9884	预	CJK UNIFIED IDEOGRAPH-9884
U+9886	领	CJK UNIFIED IDEOGRAPH-9886
U+9887	颇	CJK UNIFIED IDEOGRAPH-9887
U+9890	颐	CJK UNIFIED IDEOGRAPH-9890
U+9891	频	CJK UNIFIED IDEOGRAPH-9891
U+9893	颓	CJK UNIFIED IDEOGRAPH-9893
U+9897	颗	CJK UNIFIED IDEOGRAPH-9897
U+9898	题	CJK UNIFIED IDEOGRAPH-9898
U+989C	颜	CJK UNIFIED IDEOGRAPH-989C
U+989D	额	CJK UNIFIED IDEOGRAPH-989D
U+98A0	颠	CJK UNIFIED IDEOGRAPH-98A0
U+98A4	颤	CJK UNIFIED IDEOGRAPH-98A4
U+98CE	风	CJK UNIFIED IDEOGRAPH-98CE
U+98D8	飘	CJK UNIFIED IDEOGRAPH-98D8
U+98DE	飞	CJK UNIFIED IDEOGRAPH-98DE
U+98DF	食	CJK UNIFIED IDEOGRAPH-98DF
U+9910	餐	CJK UNIFIED IDEOGRAPH-9910
U+9965	饥	CJK UNIFIED IDEOGRAPH-9965
U+996D	饭	CJK UNIFIED IDEOGRAPH-996D
U+996E	饮	CJK UNIFIED IDEOGRAPH-996E
U+996F	饯	CJK UNIFIED IDEOGRAPH-996F
U+9970	饰	CJK UNIFIED IDEOGRAPH-9970
U+9971	饱	CJK UNIFIED IDEOGRAPH-9971
U+9975	饵	CJK UNIFIED IDEOGRAPH-9975
U+9976	饶	CJK UNIFIED IDEOGRAPH-9976
U+997F	饿	CJK UNIFIED IDEOGRAPH-997F
U+9986	馆	CJK UNIFIED IDEOGRAPH-9986
U+9988	馈	CJK UNIFIED IDEOGRAPH-9988
U+9996	首	CJK UNIFIED IDEOGRAPH-9996
U+9999	香	CJK UNIFIED IDEOGRAPH-9999
U+9A6C	马	CJK UNIFIED IDEOGRAPH-9A6C
U+9A70	驰	CJK UNIFIED IDEOGRAPH-9A70
U+9A71	驱	CJK UNIFIED IDEOGRAPH-9A71
U+9A73	驳	CJK UNIFIED IDEOGRAPH-9A73
U+9A7B	驻	CJK UNIFIED IDEOGRAPH-9A7B
U+9A7E	驾	CJK UNIFIED IDEOGRAPH-9A7E
U+9A82	骂	CJK UNIFIED IDEOGRAPH-9A82
U+9A84	骄	CJK UNIFIED IDEOGRAPH-9A84
U+9A87	骇	CJK UNIFIED IDEOGRAPH-9A87
U+9A8B	骋	CJK UNIFIED IDEOGRAPH-9A8B
U+9A8C	验	CJK UNIFIED IDEOGRAPH-9A8C
U+9A91	骑	CJK UNIFIED IDEOGRAPH-9A91
U+9A97	骗	CJK UNIFIED IDEOGRAPH-9A97
U+9A9A	骚	CJK UNIFIED IDEOGRAPH-9A9A
U+9AA8	骨	CJK UNIFIED IDEOGRAPH-9AA8
U+9AB7	骷	CJK UNIFIED IDEOGRAPH-9AB7
U+9AB8	骸	CJK UNIFIED IDEOGRAPH-9AB8
U+9AC5	髅	CJK UNIFIED IDEOGRAPH-9AC5
U+9AD3	髓	CJK UNIFIED IDEOGRAPH-9AD3
U+9AD8	高	CJK UNIFIED IDEOGRAPH-9AD8
U+9B3C	鬼	CJK UNIFIED IDEOGRAPH-9B3C
U+9B41	魁	CJK UNIFIED IDEOGRAPH-9B41
U+9B42	魂	CJK UNIFIED IDEOGRAPH-9B42
U+9B44	魄	CJK UNIFIED IDEOGRAPH-9B44
U+9B45	魅	CJK UNIFIED IDEOGRAPH-9B45
U+9B54	魔	CJK UNIFIED IDEOGRAPH-9B54
U+9C7C	鱼	CJK UNIFIED IDEOGRAPH-9C7C
U+9C81	鲁	CJK UNIFIED IDEOGRAPH-9C81
U+9C9C	鲜	CJK UNIFIED IDEOGRAPH-9C9C
U+9CD6	鳖	CJK UNIFIED IDEOGRAPH-9CD6
U+9CDE	鳞	CJK UNIFIED IDEOGRAPH-9CDE
U+9E1F	鸟	CJK UNIFIED IDEOGRAPH-9E1F
U+9E23	鸣	CJK UNIFIED IDEOGRAPH-9E23
U+9E3F	鸿	CJK UNIFIED IDEOGRAPH-9E3F
U+9E45	鹅	CJK UNIFIED IDEOGRAPH-9E45
U+9E6B	鹫	CJK UNIFIED IDEOGRAPH-9E6B
U+9EBB	麻	CJK UNIFIED IDEOGRAPH-9EBB
U+9EBE	麾	CJK UNIFIED IDEOGRAPH-9EBE
U+9EC4	黄	CJK UNIFIED IDEOGRAPH-9EC4
U+9ED1	黑	CJK UNIFIED IDEOGRAPH-9ED1
U+9ED8	默	CJK UNIFIED IDEOGRAPH-9ED8
U+9F13	鼓	CJK UNIFIED IDEOGRAPH-9F13
U+9F20	鼠	CJK UNIFIED IDEOGRAPH-9F20
U+9F3B	鼻	CJK UNIFIED IDEOGRAPH-9F3B
U+9F50	齐	CJK UNIFIED IDEOGRAPH-9F50
U+9F84	龄	CJK UNIFIED IDEOGRAPH-9F84
U+9F99	龙	CJK UNIFIED IDEOGRAPH-9F99
U+FF01	！	FULLWIDTH EXCLAMATION MARK
U+FF05	％	FULLWIDTH PERCENT SIGN
U+FF08	（	FULLWIDTH LEFT PARENTHESIS
U+FF09	）	FULLWIDTH RIGHT PARENTHESIS
U+FF0B	＋	FULLWIDTH PLUS SIGN
U+FF0C	，	FULLWIDTH COMMA
U+FF0D	－	FULLWIDTH HYPHEN-MINUS
U+FF0E	．	FULLWIDTH FULL STOP
U+FF0F	／	FULLWIDTH SOLIDUS
U+FF1A	：	FULLWIDTH COLON
U+FF1F	？	FULLWIDTH QUESTION MARK
U+FF21	Ａ	FULLWIDTH LATIN CAPITAL LETTER A
U+FF22	Ｂ	FULLWIDTH LATIN CAPITAL LETTER B
U+FF5E	～	FULLWIDTH TILDE
